"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significance","gene","common_name"
1304.91856056799,-2.30623327471658,0.419223386669768,-5.50120376879941,3.77206954117963e-08,9.64682605223735e-07,"Downregulated","AT2G22055","RALF15"
1910.82937668926,-1.67862860940604,0.326768488367914,-5.1370577921701,2.79073154059661e-07,5.77484572321796e-06,"Downregulated","AT2G33775","RALF19"
5394.05966995449,-0.545135344108288,0.148266199513868,-3.67673377948356,0.000236239356181967,0.00201182662103735,"Downregulated","AT5G67070","RALF34"
9722.6961237055,-1.15441034706687,0.314615999795026,-3.66926776711602,0.000243246194912578,0.00206163965674546,"Downregulated","AT1G61566","RALF9"
12083.2901267108,-0.840305902249798,0.275471681331205,-3.05042572139922,0.00228517197268269,0.0132083363789622,"Downregulated","AT1G61563","RALF8"
424.058723357912,-0.901615644821679,0.305205903410858,-2.95412256036199,0.00313559451167296,0.0170302873336017,"Downregulated","AT3G23805","RALF24"
2257.24021194232,-2.08593652939593,0.714792486772696,-2.91824070341586,0.00352012505158997,0.0186753868428502,"Downregulated","AT3G25170","RALF26"
418.405731670331,0.653279430158198,0.235908354869901,2.76920853658815,0.00561926560940187,0.0270262740186311,"Upregulated","AT4G15800","RALF33"
114.340472971941,-1.73238999846792,0.627986165660113,-2.75864357082915,0.00580418030218887,0.0277133758575909,"Downregulated","AT4G13075","RALF30"
834.322933835487,-0.947295831078356,0.373224761391276,-2.53813768289946,0.0111444131130951,0.0463529509549669,"Downregulated","AT3G25165","RALF25"
629.868077760745,-0.733024374963981,0.293016515275431,-2.50164866739661,0.0123616529484637,0.0503245414318271,"Non-significant","AT2G32885","RALF17"
1837.42463227707,-1.36938187386627,0.653411031135865,-2.0957434273581,0.0361049572445777,0.11478734016238,"Non-significant","AT1G28270","RALF4"
992.955598107754,0.34782161225864,0.191495184058697,1.81634652572791,0.069317232495979,0.184759507459886,"Non-significant","AT3G05490","RALF22"
4.03013217406954,5.1898989614366,2.99189542298308,1.734652528818,0.0828023693347488,0.209739646420354,"Non-significant","AT1G60815","RALF7"
428.442819413644,-0.356074718885555,0.235229554195701,-1.51373291550481,0.13009359311059,0.289795391988164,"Non-significant","AT4G13950","RALF31"
808.185260978144,-0.186209131734689,0.256330229109986,-0.726442341120801,0.467567642453678,0.662356502930489,"Non-significant","AT3G16570","RALF23"
133.402262958539,0.320572405209431,0.468926330784402,0.683630634844476,0.494208434887057,0.685301263703079,"Non-significant","AT1G02900","RALF1"
5.27448718327572,0.747696961109452,1.7798505129696,0.420089752291586,0.674419888608567,0.818365483098455,"Non-significant","AT4G11653","RALF29"
8.16864040417111,0.509470129761063,1.50282141694104,0.339009095836601,0.734602878006863,0.857753348775516,"Non-significant","AT2G33130","RALF18"
2.39213766407448,-0.839730454309284,3.1342122323152,-0.267923928587627,0.788757874488297,0.888552498988366,"Non-significant","AT1G35467","RALF5"
859.867294366576,-0.0535357876296941,0.24261554780971,-0.220660992722873,0.825356406067227,0.909854566046125,"Non-significant","AT4G14010","RALF32"
3.61056196227065,0.387134439900552,2.37376937951299,0.163088479968504,0.87044877001391,0.935972557987903,"Non-significant","AT4G11510","RALF28"
74.500822284283,-0.0473065663281562,0.636608556052076,-0.0743102898608959,0.94076348954587,0.972551310606396,"Non-significant","AT2G34825","RALF20"
1.08634275580143,-3.89610936459176,3.96223260309114,-0.983311621218858,0.325454092261412,NA,"Non-significant","AT2G20660","RALF14"
0.743867000645756,2.75979534713545,3.95522667006054,0.697759086230374,0.485327869756148,NA,"Non-significant","AT1G60625","RALF6"
0.144681405073422,0.411459829372316,4.0804728567969,0.10083631084249,0.919680401847231,NA,"Non-significant","AT2G32835","RALF16"
0.930448436084408,-0.00841267968888477,3.90689839054457,-0.00215328858033396,0.998281925614484,NA,"Non-significant","AT2G32785","RALF36"
0,NA,NA,NA,NA,NA,"Non-significant","AT1G23145","RALF2"
0,NA,NA,NA,NA,NA,"Non-significant","AT1G23147","RALF3"
0,NA,NA,NA,NA,NA,"Non-significant","AT1G60913","RALF35"
0,NA,NA,NA,NA,NA,"Non-significant","AT2G19020","RALF10"
0,NA,NA,NA,NA,NA,"Non-significant","AT2G19045","RALF13"
0,NA,NA,NA,NA,NA,"Non-significant","AT3G04735","RALF21"
0,NA,NA,NA,NA,NA,"Non-significant","AT3G29780","RALF27"
