"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significance","gene","common_name"
30.9815368891098,-1.84577123296857,0.521687758187108,-3.53807656783576,0.000403053162483539,0.00174560784805352,"Downregulated","AT3G25905","CLE27"
21.4997326655124,-1.88621735840692,0.644159488696618,-2.92818376738261,0.0034094846474672,0.0111008837394924,"Downregulated","AT2G34925","CLE42"
5.14415958696423,4.11410515129907,1.47121056839804,2.79640810069683,0.00516741045342441,0.0159534634741571,"Upregulated","AT2G31083","CLE5"
28.4513473543113,-1.37397389538485,0.496998784437111,-2.76454176229219,0.00570028099025713,0.017363176857193,"Downregulated","AT4G13195","CLE44"
10.1460895743968,-2.39368932009244,0.912717472170694,-2.62259614073081,0.0087262643660491,0.0250207382890199,"Downregulated","AT1G69320","CLE10"
4.0908117137623,4.45166596736922,1.8315196021133,2.43058603480556,0.0150744266706071,0.0396761812220758,"Upregulated","AT5G12990","CLE40"
12.3506451524873,2.52207115202265,1.08937422409171,2.3151558906449,0.0206044022305723,0.051530149224973,"Non-significant","AT1G68795","CLE12"
61.616523104167,0.854562237637026,0.406058038592827,2.10453225011495,0.0353320444676053,0.080952819761322,"Non-significant","AT3G24225","CLE19"
17.1987200967001,-1.244481757617,0.63816624194901,-1.95009023638771,0.0511653647674811,0.109374062976055,"Non-significant","AT1G05065","CLE20"
35.8998410307946,0.834735561371852,0.47709699509995,1.74961395679505,0.0801849497776387,0.157200831544433,"Non-significant","AT1G26600","CLE9"
30.293817179149,-0.860044552693579,0.515130424037007,-1.66956660403306,0.0950051424416821,0.179601868998116,"Non-significant","AT1G69970","CLE26"
2.30811338111817,2.92455608214214,1.77398906411764,1.64857616165565,0.0992344957619366,0.186080883749543,"Non-significant","AT5G12235","CLE22"
138.420113497293,-0.363711393684187,0.237015063885998,-1.53454969368162,0.124894477787709,0.22350408846426,"Non-significant","AT3G28455","CLE25"
342.49374867312,-0.259449727912145,0.18937510530323,-1.37003080471803,0.170677285864819,0.284136360137525,"Non-significant","AT3G24770","CLE41"
53.844196835281,-0.385436654592116,0.35784768103729,-1.07709697454195,0.281436944566483,0.416855559516215,"Non-significant","AT2G01505","CLE16"
4.911851990029,-1.15308331267803,1.39721240560292,-0.825274173099298,0.409215951153857,0.550236803356877,"Non-significant","AT4G18510","CLE2"
19.5354178054008,-0.474018159741508,0.894968993447223,-0.5296475779744,0.596356300287227,0.717997229434722,"Non-significant","AT1G69588","CLE45"
4.64165582148039,-0.593340743594967,1.2576604808204,-0.471781337366917,0.637082873209676,0.752066016454509,"Non-significant","AT5G64800","CLE21"
15.10391175197,-0.303523650249232,0.70613223266152,-0.429839676210793,0.667312269095685,0.775340764118004,"Non-significant","AT1G25425","CLE43"
83.2339077814276,0.0281938675921976,0.313409194852145,0.0899586484866803,0.928320075270439,0.958752008666975,"Non-significant","AT1G70895","CLE17"
1.39705626393659,3.99356103087615,2.48218359440003,1.60889026898973,0.10764033765597,NA,"Non-significant","AT2G31085","CLE6"
0.391075411100158,2.21098297686076,4.02350116961259,0.54951717015995,0.582650584592813,NA,"Non-significant","AT2G31082","CLE7"
1.01669649060317,-2.08915818573855,2.85823172668551,-0.730926805630696,0.464823861873414,NA,"Non-significant","AT1G73165","CLE1"
0.130358470366719,1.09575981749968,4.0804728567969,0.268537460229506,0.788285644269239,NA,"Non-significant","AT1G49005","CLE11"
0.602466338284725,-1.02909016165218,3.50212357789223,-0.293847472473128,0.768874457775408,NA,"Non-significant","AT1G73965","CLE13"
0.105358911056036,-0.808313902639802,4.07670426978779,-0.198276315657765,0.842828881182718,NA,"Non-significant","AT1G06225","CLE3"
0,NA,NA,NA,NA,NA,"Non-significant","AT1G63245","CLE14"
0,NA,NA,NA,NA,NA,"Non-significant","AT1G66145","CLE18"
0,NA,NA,NA,NA,NA,"Non-significant","AT1G67775","CLE8"
0,NA,NA,NA,NA,NA,"Non-significant","AT2G27250","CLV3"
0,NA,NA,NA,NA,NA,"Non-significant","AT2G31081","CLE4"
