"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significance","gene","common_name"
1717.26046497641,-1.38002756932847,0.160518905610686,-8.59728992094876,8.16206053037041e-18,3.4714452629818e-16,"Downregulated","AT5G67070","RALF34"
308.889727220175,0.964029515223609,0.250792792944097,3.84392830394651,0.000121080392989647,0.000599216705121062,"Non-significant","AT2G22055","RALF15"
214.129053739152,-0.819174743358582,0.239343191093152,-3.42259472524439,0.000620264815960943,0.00254658956527976,"Non-significant","AT3G05490","RALF22"
174.410619933843,-1.17227802575607,0.373912988436981,-3.13516262341245,0.00171758866926788,0.00620054369177545,"Downregulated","AT4G14010","RALF32"
2542.02941216804,0.892602784178485,0.299692037258114,2.97840006809963,0.00289757499874009,0.0096769819683094,"Non-significant","AT1G61563","RALF8"
2926.87973986817,0.768951604505121,0.261366999281193,2.94203784953678,0.0032606007152239,0.0107026177828423,"Non-significant","AT1G61566","RALF9"
409.933731655814,0.712248830870056,0.246596049126827,2.88832215030233,0.00387302982184789,0.0124078498979468,"Non-significant","AT2G33775","RALF19"
826.402301309417,0.81647601565994,0.30631140134972,2.66550971352111,0.00768717109220804,0.0224391533394436,"Non-significant","AT1G28270","RALF4"
192.960641363071,-0.74319323801824,0.290188927104368,-2.56106683819451,0.0104351278239111,0.0291384292682997,"Non-significant","AT4G13950","RALF31"
171.434612714422,0.585372620702514,0.261804813860421,2.23591236567025,0.0253575121468836,0.0613683858248132,"Non-significant","AT3G25170","RALF26"
601.210034212543,-0.467612593402219,0.218207392263597,-2.14297319880592,0.0321152505021258,0.0748215620087566,"Non-significant","AT3G16570","RALF23"
92.1645978390434,0.82548871794526,0.398565712527386,2.07114835019467,0.038344934625702,0.0864841513845133,"Non-significant","AT4G13075","RALF30"
203.260464519575,0.63410905525203,0.323291000778396,1.96141882615127,0.0498301856434439,0.107028359470339,"Non-significant","AT3G25165","RALF25"
169.267262302502,-0.767229926297778,0.451105962301724,-1.70077540625502,0.0889851691343977,0.170353354364791,"Non-significant","AT1G02900","RALF1"
2.19302828032755,-2.42915247599342,2.09928386156848,-1.15713387811141,0.247217667308019,0.378019185423653,"Non-significant","AT2G19020","RALF10"
413.573845475119,-0.428897291367239,0.378879125102832,-1.13201615753001,0.257627641544548,0.390016086174519,"Non-significant","AT3G23805","RALF24"
95.9372511182884,0.469552959335744,0.444158656140081,1.05717394639193,0.290432207994445,0.426902817344539,"Non-significant","AT2G34825","RALF20"
3.47250529364069,-0.663110777700701,1.61633048984136,-0.41025692571436,0.681617486191837,0.78631316516992,"Non-significant","AT2G33130","RALF18"
240.50290651839,0.0937788564569166,0.254136084749752,0.369010392795107,0.712119978289616,0.811393537797173,"Non-significant","AT4G15800","RALF33"
405.099921815877,0.225978425916284,0.788511603945074,0.286588586376752,0.774427354762942,0.857128478475278,"Non-significant","AT2G32885","RALF17"
1.79230349918343,0.467227192359834,1.95628906987976,0.238833411459254,0.811234761218334,0.882230235446299,"Non-significant","AT2G20660","RALF14"
0.130358470366719,1.09575981749968,4.0804728567969,0.268537460229506,0.788285644269239,NA,"Non-significant","AT1G35467","RALF5"
0.596931265705271,-0.998927158966918,3.50959221240261,-0.284627699889688,0.775929387208696,NA,"Non-significant","AT1G60625","RALF6"
0.338776971584725,-0.914837606354398,4.06883154521395,-0.224840373996435,0.822103456196845,NA,"Non-significant","AT2G19045","RALF13"
0.371610924368929,0.773943880896257,4.0411395978056,0.191516244901938,0.84812115450109,NA,"Non-significant","AT4G11653","RALF29"
0,NA,NA,NA,NA,NA,"Non-significant","AT1G23145","RALF2"
0,NA,NA,NA,NA,NA,"Non-significant","AT1G23147","RALF3"
0,NA,NA,NA,NA,NA,"Non-significant","AT1G60815","RALF7"
0,NA,NA,NA,NA,NA,"Non-significant","AT1G60913","RALF35"
0,NA,NA,NA,NA,NA,"Non-significant","AT2G32785","RALF36"
0,NA,NA,NA,NA,NA,"Non-significant","AT2G32835","RALF16"
0,NA,NA,NA,NA,NA,"Non-significant","AT3G04735","RALF21"
0,NA,NA,NA,NA,NA,"Non-significant","AT3G29780","RALF27"
0,NA,NA,NA,NA,NA,"Non-significant","AT4G11510","RALF28"
